nombre,url nar,urls bd en nar y redirigida son distintas,url bd en nar,url bd redirigida,status url bd,categoria 1,subcategoria 1,categoria 2,subcategoria 2,categoria 3,subcategoria 3,doi,url redirigida del doi,ultima modificacion de la pagina de la bd,dias transcurridos desde la ultima modificacion de la pagina de la bd
SKY/M-FISH and CGH,https://www.oxfordjournals.org/nar/database/summary/592,True,http://www.ncbi.nlm.nih.gov/sky/,https://www.ncbi.nlm.nih.gov/sky/,200,Nucleotide Sequence Databases,Transcriptional regulator sites and transcription factors,,,,,,,2020-03-10,804
CarpeDB,https://www.oxfordjournals.org/nar/database/summary/594,True,http://www.carpedb.ua.edu/,http://carpedb.ua.edu/,200,Human Genes and Diseases,"Gene-, system- or disease-specific databases",,,,,,,,
The Chromosome 7 Annotation Project,https://www.oxfordjournals.org/nar/database/summary/596,False,http://www.chr7.org/,http://www.chr7.org/,200,Human and other Vertebrate Genomes,"Human genome databases, maps and viewers",,,,,,,,
BarleyBase,https://www.oxfordjournals.org/nar/database/summary/599,,http://www.barleybase.org/,,HTTP Error 406: Not Acceptable,Microarray Data and other Gene Expression Databases,,Plant databases,General plant databases,,,,,,
Mammalian Gene Collection,https://www.oxfordjournals.org/nar/database/summary/600,True,http://mgc.nci.nih.gov/,https://genecollections.nci.nih.gov/genecollections_retire_notice.html,200,Human and other Vertebrate Genomes,Human ORFs,,,,,,,2022-02-02,110
Organelle genomes,https://www.oxfordjournals.org/nar/database/summary/601,True,http://www.ncbi.nlm.nih.gov/genomes/ORGANELLES/organelles.html,https://www.ncbi.nlm.nih.gov/genomes/ORGANELLES/organelles.html,200,Organelle databases,,,,,,,,2009-03-03,4829
NCBI Viral genomes,https://www.oxfordjournals.org/nar/database/summary/602,True,http://www.ncbi.nlm.nih.gov/genomes/VIRUSES/viruses.html,https://www.ncbi.nlm.nih.gov/genomes/VIRUSES/viruses.html,200,Genomics Databases (non-vertebrate),Viral genome databases,,,,,,,2016-03-15,2260
GEO - Gene Expression Omnibus,https://www.oxfordjournals.org/nar/database/summary/603,True,http://www.ncbi.nlm.nih.gov/geo/,https://www.ncbi.nlm.nih.gov/geo/,200,Microarray Data and other Gene Expression Databases,,,,,,http://dx.doi.org/10.1093/nar/gks1193,http://academic.oup.com/nar/article/41/D1/D991/1067995/NCBI-GEO-archive-for-functional-genomics-data,,
dbMHC,https://www.oxfordjournals.org/nar/database/summary/604,True,http://www.ncbi.nlm.nih.gov/gv/mhc/,https://www.ncbi.nlm.nih.gov/gv/mhc/,200,Immunological databases,,,,,,,,2018-01-23,1581
HomoloGene,https://www.oxfordjournals.org/nar/database/summary/605,True,http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=homologene,https://www.ncbi.nlm.nih.gov/homologene,200,Human and other Vertebrate Genomes,"Model organisms, comparative genomics",,,,,,,,
2D-PAGE,https://www.oxfordjournals.org/nar/database/summary/606,True,http://www.mpiib-berlin.mpg.de/2D-PAGE/,https://protein.mpiib-berlin.mpg.de/,200,Proteomics Resources,,,,,,,,2021-08-30,266
Gramene,https://www.oxfordjournals.org/nar/database/summary/607,True,http://www.gramene.org/,https://www.gramene.org/,200,Plant databases,General plant databases,,,,,http://dx.doi.org/10.1093/nar/gkt1110,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkt1110,2022-05-05,18
PANDIT,https://www.oxfordjournals.org/nar/database/summary/608,True,http://www.ebi.ac.uk/goldman-srv/pandit/,https://www.ebi.ac.uk/goldman-srv/pandit/,200,Nucleotide Sequence Databases,Coding and non-coding DNA,Protein sequence databases,Protein domain databases; protein classification,,,,,,
Brassica Genome,https://www.oxfordjournals.org/nar/database/summary/610,False,http://www.brassicagenome.net/,http://www.brassicagenome.net/,200,Plant databases,Other plants,,,,,,,,
GenomeAtlas,https://www.oxfordjournals.org/nar/database/summary/611,,http://www.cbs.dtu.dk/services/GenomeAtlas/,,HTTP Error 404: Not Found,Genomics Databases (non-vertebrate),Prokaryotic genome databases,,,,,,,,
Reactome,https://www.oxfordjournals.org/nar/database/summary/612,True,http://www.reactome.org/,https://reactome.org/,200,Metabolic and Signaling Pathways,Metabolic pathways,,,,,http://dx.doi.org/10.1093/nar/gkt1102,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkt1102,2022-05-23,0
EzCatDB,https://www.oxfordjournals.org/nar/database/summary/613,False,http://ezcatdb.cbrc.jp/EzCatDB/,http://ezcatdb.cbrc.jp/EzCatDB/,200,Metabolic and Signaling Pathways,Enzymes and enzyme nomenclature,,,,,http://dx.doi.org/10.1093/nar/gku946,http://academic.oup.com/nar/article/43/D1/D453/2439512/EzCatDB-the-enzyme-reaction-database-2015-update,,
Exome Aggregation Consortium,https://www.oxfordjournals.org/nar/database/summary/1758,True,http://exac.broadinstitute.org/,https://exac.broadinstitute.org:443/,200,Human Genes and Diseases,General human genetics databases,,,,,,,2022-01-21,122
miRDB,https://www.oxfordjournals.org/nar/database/summary/1760,False,http://mirdb.org,http://mirdb.org,200,RNA sequence databases,,,,,,http://dx.doi.org/10.1093/nar/gku1104,http://academic.oup.com/nar/article/43/D1/D146/2437436/miRDB-an-online-resource-for-microRNA-target,2021-04-07,411
PDB-Ligand,https://www.oxfordjournals.org/nar/database/summary/615,,http://www.idrtech.com/PDB-Ligand/,,HTTP Error 403: Forbidden,Structure Databases,Small molecules,,,,,,,,
CandidaDB,https://www.oxfordjournals.org/nar/database/summary/617,True,http://genolist.pasteur.fr/CandidaDB/,https://webext.pasteur.fr/genolist/,200,Genomics Databases (non-vertebrate),Fungal genome databases,,,,,,,2019-04-11,1138
AGRIS - Arabidopsis Gene Regulatory Information Server,https://www.oxfordjournals.org/nar/database/summary/618,True,http://arabidopsis.med.ohio-state.edu/,https://agris-knowledgebase.org/,200,Nucleotide Sequence Databases,Transcriptional regulator sites and transcription factors,Plant databases,Arabidopsis thaliana,,,,,,
PDB_TM,https://www.oxfordjournals.org/nar/database/summary/619,False,http://pdbtm.enzim.hu/,http://pdbtm.enzim.hu/,200,Structure Databases,Protein structure,,,,,http://dx.doi.org/10.1093/nar/gks1169,http://academic.oup.com/nar/article/41/D1/D524/1066376/PDBTM-Protein-Data-Bank-of-transmembrane-proteins,,
PoMaMo - Potato Maps and More,https://www.oxfordjournals.org/nar/database/summary/620,False,http://www.gabipd.org/projects/Pomamo/,http://www.gabipd.org/projects/Pomamo/,200,Plant databases,Other plants,,,,,,,,
VBASE2,https://www.oxfordjournals.org/nar/database/summary/621,False,http://www.vbase2.org/,http://www.vbase2.org/,200,Immunological databases,,,,,,,,,
ADDA - A Domain Database,https://www.oxfordjournals.org/nar/database/summary/622,,http://ekhidna.biocenter.helsinki.fi/sqgraph/pairsdb/,,HTTP Error 404: Not Found,Protein sequence databases,Protein domain databases; protein classification,,,,,,,,
CR-EST - Crop ESTs,https://www.oxfordjournals.org/nar/database/summary/624,False,https://apex.ipk-gatersleben.de/apex/f?p=116:1,https://apex.ipk-gatersleben.de/apex/f?p=116:1,200,Plant databases,General plant databases,,,,,,,,
SNPeffect,https://www.oxfordjournals.org/nar/database/summary/626,True,http://snpeffect.switchlab.org,https://snpeffect.switchlab.org/,200,Human Genes and Diseases,General polymorphism databases,,,,,http://dx.doi.org/10.1093/nar/GKR996,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr996,,
Oryza Tag Line,https://www.oxfordjournals.org/nar/database/summary/628,,http://urgi.versailles.inra.fr/OryzaTagLine/,,HTTP Error 404: Not Found,Plant databases,Rice,,,,,,,,
EDAS - EST-Derived Alternative Splicing Database,https://www.oxfordjournals.org/nar/database/summary/631,False,http://edas2.bioinf.fbb.msu.ru/,http://edas2.bioinf.fbb.msu.ru/,200,Nucleotide Sequence Databases,"Gene structure, introns and exons, splice sites",,,,,,,2016-09-16,2075
ImmunoBase,https://www.oxfordjournals.org/nar/database/summary/632,True,https://www.immunobase.org/,https://genetics.opentargets.org/immunobase,200,Human Genes and Diseases,"Gene-, system- or disease-specific databases",,,,,,,2022-03-01,83
3DID - 3D interacting domains,https://www.oxfordjournals.org/nar/database/summary/633,True,http://3did.irbbarcelona.org/,https://3did.irbbarcelona.org/,200,Structure Databases,Protein structure,,,,,http://dx.doi.org/10.1093/nar/gkt887,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkt887,,
AGD - Ashbya Genome Database,https://www.oxfordjournals.org/nar/database/summary/635,,http://agd.vital-it.ch/,,<urlopen error [Errno -2] Name or service not known>,Genomics Databases (non-vertebrate),Fungal genome databases,,,,,,,,
Arabidopsis Mitochondrial Protein Database,https://www.oxfordjournals.org/nar/database/summary/637,,http://www.plantenergy.uwa.edu.au/applications/ampdb/index.html,,HTTP Error 403: Forbidden,Plant databases,Arabidopsis thaliana,,,,,,,,
Arabidopsis Nucleolar Protein Database,https://www.oxfordjournals.org/nar/database/summary/638,,http://bioinf.scri.sari.ac.uk/cgi-bin/atnopdb/proteome_comparison/,,HTTP Error 404: Not Found,Plant databases,Arabidopsis thaliana,,,,,,,,
ASRP - Arabidopsis Small RNA Project,https://www.oxfordjournals.org/nar/database/summary/640,False,http://asrp.cgrb.oregonstate.edu/,http://asrp.cgrb.oregonstate.edu/,200,Plant databases,Arabidopsis thaliana,,,,,,,2016-04-22,2222
BacMap,https://www.oxfordjournals.org/nar/database/summary/641,False,http://wishart.biology.ualberta.ca/BacMap/,http://wishart.biology.ualberta.ca/BacMap/,200,Genomics Databases (non-vertebrate),General genomics databases,,,,,http://dx.doi.org/10.1093/nar/GKR1105,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr1105,2016-07-14,2139
BCIpep,https://www.oxfordjournals.org/nar/database/summary/642,,http://www.imtech.res.in/raghava/bcipep/,,<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1123)>,Immunological databases,,,,,,,,,
BeetleBase,https://www.oxfordjournals.org/nar/database/summary/643,,http://www.beetlebase.org,,<urlopen error timed out>,Genomics Databases (non-vertebrate),Invertebrate genome databases,,,,,,,,
BioSilico,https://www.oxfordjournals.org/nar/database/summary/644,False,http://biosilico.kaist.ac.kr/,http://biosilico.kaist.ac.kr/,200,Metabolic and Signaling Pathways,Metabolic pathways,,,,,,,2016-08-09,2113
CGD - Candida Genome Database,https://www.oxfordjournals.org/nar/database/summary/645,False,http://www.candidagenome.org/,http://www.candidagenome.org/,200,Genomics Databases (non-vertebrate),Fungal genome databases,,,,,http://dx.doi.org/10.1093/nar/gkt1046,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkt1046,,
ChEBI - Chemical Entities of Biological Interest,https://www.oxfordjournals.org/nar/database/summary/646,True,http://www.ebi.ac.uk/chebi/,https://www.ebi.ac.uk/chebi/,200,Structure Databases,Small molecules,,,,,http://dx.doi.org/10.1093/nar/gks1146,http://academic.oup.com/nar/article/41/D1/D456/1062873/The-ChEBI-reference-database-and-ontology-for,,
ChickVD,https://www.oxfordjournals.org/nar/database/summary/647,False,http://chicken.genomics.org.cn/,http://chicken.genomics.org.cn/,200,Human and other Vertebrate Genomes,"Model organisms, comparative genomics",,,,,,,2022-05-16,7
Ciliate IES-MDS database,https://www.oxfordjournals.org/nar/database/summary/649,,http://oxytricha.princeton.edu/dimorphism/database.htm,,<urlopen error timed out>,Nucleotide Sequence Databases,Coding and non-coding DNA,,,,,,,,
COSMIC,https://www.oxfordjournals.org/nar/database/summary/651,True,http://cancer.sanger.ac.uk/cancergenome/projects/cosmic/,https://cancer.sanger.ac.uk/cosmic/,200,Human Genes and Diseases,Cancer gene databases,,,,,http://dx.doi.org/10.1093/nar/gku1075,http://academic.oup.com/nar/article/43/D1/D805/2437384/COSMIC-exploring-the-worlds-knowledge-of-somatic,,
CSS - Carbohydrate Structure Suite,https://www.oxfordjournals.org/nar/database/summary/652,False,http://www.glycosciences.de/tools/,http://www.glycosciences.de/tools/,200,Structure Databases,Carbohydrates,,,,,,,,
CuticleDB,https://www.oxfordjournals.org/nar/database/summary/653,False,http://bioinformatics.biol.uoa.gr/cuticleDB/,http://bioinformatics.biol.uoa.gr/cuticleDB/,200,Genomics Databases (non-vertebrate),Invertebrate genome databases,,,,,,,,
Cypriot national mutation database,https://www.oxfordjournals.org/nar/database/summary/654,,http://www.goldenhelix.org/cypriot/,,HTTP Error 404: Not Found,Human Genes and Diseases,General polymorphism databases,,,,,,,,
DATF,https://www.oxfordjournals.org/nar/database/summary/656,False,http://datf.cbi.pku.edu.cn/,http://datf.cbi.pku.edu.cn/,200,Plant databases,Arabidopsis thaliana,,,,,,,2013-04-09,3331
dbERGEII,https://www.oxfordjournals.org/nar/database/summary/657,True,http://globin.bx.psu.edu/dberge/,https://globin.bx.psu.edu/dberge/,200,Microarray Data and other Gene Expression Databases,,,,,,,,2014-08-07,2846
DG-CST,https://www.oxfordjournals.org/nar/database/summary/661,False,http://dgcst.ceinge.unina.it/,http://dgcst.ceinge.unina.it/,200,Human Genes and Diseases,General human genetics databases,,,,,,,2008-01-08,5249
Diatom EST Database,https://www.oxfordjournals.org/nar/database/summary/662,True,http://www.biologie.ens.fr/diatomics/EST/,https://www.diatomics.biologie.ens.fr/EST/,200,Genomics Databases (non-vertebrate),Unicellular eukaryotes genome databases,Plant databases,Other plants,,,,,,
hp-DPI,https://www.oxfordjournals.org/nar/database/summary/664,True,http://dpi.nhri.org.tw/hp/,http://dpi.nhri.org.tw/protein/hp/ORF/index.php,200,Metabolic and Signaling Pathways,Protein-protein interactions,,,,,,,,
eBLOCKS,https://www.oxfordjournals.org/nar/database/summary/666,True,http://motif.stanford.edu/distributions/eblocks/,https://motif.stanford.edu/distributions/eblocks/,200,Protein sequence databases,Protein sequence motifs and active sites,,,,,,,2007-08-27,5383
ECgene,https://www.oxfordjournals.org/nar/database/summary/667,,http://genome.ewha.ac.kr/ECgene/,,Remote end closed connection without response,Nucleotide Sequence Databases,"Gene structure, introns and exons, splice sites",,,,,,,,
Entrez Gene,https://www.oxfordjournals.org/nar/database/summary/668,True,http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene,https://www.ncbi.nlm.nih.gov/gene,200,Nucleotide Sequence Databases,Coding and non-coding DNA,,,,,http://dx.doi.org/10.1093/nar/gku1055,http://academic.oup.com/nar/article/43/D1/D36/2436632/Gene-a-genecentered-information-resource-at-NCBI,,
FlyMine,https://www.oxfordjournals.org/nar/database/summary/670,True,http://www.flymine.org/,https://www.flymine.org//,200,Genomics Databases (non-vertebrate),Invertebrate genome databases,,,,,,,,
GabiPD,https://www.oxfordjournals.org/nar/database/summary/672,False,http://www.gabipd.org/,http://www.gabipd.org/,200,Plant databases,General plant databases,,,,,,,,
GenDiS,https://www.oxfordjournals.org/nar/database/summary/674,False,http://caps.ncbs.res.in/gendis/home.html,http://caps.ncbs.res.in/gendis/home.html,200,Genomics Databases (non-vertebrate),General genomics databases,,,,,,,2005-11-25,6023
Genome Reviews,https://www.oxfordjournals.org/nar/database/summary/678,True,http://www.ebi.ac.uk/GenomeReviews/,https://www.ebi.ac.uk/GenomeReviews,200,Genomics Databases (non-vertebrate),General genomics databases,,,,,,,2022-05-23,0
gpDB - G-protein database,https://www.oxfordjournals.org/nar/database/summary/679,False,http://bioinformatics.biol.uoa.gr/gpDB/,http://bioinformatics.biol.uoa.gr/gpDB/,200,Protein sequence databases,Databases of individual protein families,,,,,,,,
HAGR - Human Ageing Genomic Resources,https://www.oxfordjournals.org/nar/database/summary/680,True,http://genomics.senescence.info/,https://genomics.senescence.info/,200,Human Genes and Diseases,General human genetics databases,,,,,http://dx.doi.org/10.1093/nar/gks1155,http://academic.oup.com/nar/article/41/D1/D1027/1063611/Human-Ageing-Genomic-Resources-Integrated,,
HaptenDB,https://www.oxfordjournals.org/nar/database/summary/682,,http://www.imtech.res.in/raghava/haptendb/,,<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1123)>,Immunological databases,,,,,,,,,
TRBase,https://www.oxfordjournals.org/nar/database/summary/684,True,http://trbase.ex.ac.uk/,http://trbase.exeter.ac.uk/,200,Human and other Vertebrate Genomes,"Human genome databases, maps and viewers",,,,,,,,
"H-Invitational Database, an integrated database of human genes and transcripts",https://www.oxfordjournals.org/nar/database/summary/685,False,http://www.h-invitational.jp/,http://www.h-invitational.jp/,200,Human and other Vertebrate Genomes,Human ORFs,,,,,http://dx.doi.org/10.1093/nar/gks1245,http://academic.oup.com/nar/article/41/D1/D915/1071651/HInvDB-in-2013-an-omics-study-platform-for-human,2015-06-30,2519
HMPD,https://www.oxfordjournals.org/nar/database/summary/686,,http://bioinfo.nist.gov/hmpd/,,HTTP Error 503: Service Unavailable,Organelle databases,Mitochondrial genes and proteins,,,,,,,,
Hoppsigen,https://www.oxfordjournals.org/nar/database/summary/687,False,http://pbil.univ-lyon1.fr/databases/hoppsigen.html,http://pbil.univ-lyon1.fr/databases/hoppsigen.html,200,Human and other Vertebrate Genomes,Human ORFs,,,,,,,2013-12-20,3076
HPID - Human Protein Interaction database,https://www.oxfordjournals.org/nar/database/summary/688,False,http://wilab.inha.ac.kr/hpid//,http://wilab.inha.ac.kr/hpid//,200,Metabolic and Signaling Pathways,Protein-protein interactions,,,,,,,2014-01-08,3057
Inparanoid,https://www.oxfordjournals.org/nar/database/summary/690,True,http://inparanoid.sbc.su.se/,https://inparanoid.sbc.su.se/cgi-bin/index.cgi,200,Protein sequence databases,Protein domain databases; protein classification,,,,,http://dx.doi.org/10.1093/nar/,,,
IPD-MHC,https://www.oxfordjournals.org/nar/database/summary/691,True,http://www.ebi.ac.uk/ipd/mhc/,https://www.ebi.ac.uk/ipd/mhc/,200,Immunological databases,,,,,,,,2021-12-23,151
IPD-ESTDAB,https://www.oxfordjournals.org/nar/database/summary/692,True,http://www.ebi.ac.uk/ipd/estdab/,https://www.ebi.ac.uk/ipd/estdab/,200,Immunological databases,,,,,,,,2021-11-24,180
IPD-HPA - Human Platelet Antigens,https://www.oxfordjournals.org/nar/database/summary/693,True,http://www.ebi.ac.uk/ipd/hpa/,https://www.ebi.ac.uk/ipd/hpa/,200,Immunological databases,,,,,,,,2021-11-24,180
IPD-KIR - Killer-cell Immunoglobulin-like Receptors,https://www.oxfordjournals.org/nar/database/summary/694,True,http://www.ebi.ac.uk/ipd/kir/,https://www.ebi.ac.uk/ipd/kir/,200,Immunological databases,,,,,,,,2022-05-09,14
IPI - International Protein Index,https://www.oxfordjournals.org/nar/database/summary/696,True,http://www.ebi.ac.uk/IPI,https://www.ebi.ac.uk/IPI,200,Human and other Vertebrate Genomes,Human ORFs,,,,,,,2022-05-23,0
L1Base,https://www.oxfordjournals.org/nar/database/summary/697,,http://line1.molgen.mpg.de/,,<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1123)>,Nucleotide Sequence Databases,Coding and non-coding DNA,,,,,,,,
LumbriBASE,https://www.oxfordjournals.org/nar/database/summary/698,True,http://www.earthworms.org/,http://xyala2.bio.ed.ac.uk/Lumbribase/,200,Genomics Databases (non-vertebrate),Invertebrate genome databases,,,,,,,,
MAMEP - Molecular Anatomy of the Mouse Embryo Project,https://www.oxfordjournals.org/nar/database/summary/699,False,http://mamep.molgen.mpg.de/,http://mamep.molgen.mpg.de/,200,Microarray Data and other Gene Expression Databases,,,,,,,,,
MAPPER,https://www.oxfordjournals.org/nar/database/summary/700,,http://genome.ufl.edu/mapperdb/,,HTTP Error 404: Not Found,Nucleotide Sequence Databases,Transcriptional regulator sites and transcription factors,,,,,http://dx.doi.org/10.1093/nar/GKR1080,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr1080,,
MHCBN,https://www.oxfordjournals.org/nar/database/summary/702,,http://www.imtech.res.in/raghava/mhcbn/,,<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1123)>,Immunological databases,,,,,,,,,
NMPdb - Nuclear matrix associated proteins database,https://www.oxfordjournals.org/nar/database/summary/704,False,https://www.rostlab.org/services/NMPdb/,https://www.rostlab.org/services/NMPdb/,200,Protein sequence databases,Protein localization and targeting,,,,,,,2010-11-23,4199
NONCODE,https://www.oxfordjournals.org/nar/database/summary/705,False,http://v6.noncode.org/,http://v6.noncode.org/,200,RNA sequence databases,,,,,,https://doi.org/10.1093/nar/gkaa1046,https://academic.oup.com/nar/article/49/D1/D165/5983627,,
NOPdb: Nucleolar Proteome Database,https://www.oxfordjournals.org/nar/database/summary/706,,http://www.lamondlab.com/NOPdb/,,HTTP Error 404: Not Found,Protein sequence databases,Protein localization and targeting,,,,,,,,
NPRD - Nucleosome Positioning Region Database,https://www.oxfordjournals.org/nar/database/summary/707,True,http://srs6.bionet.nsc.ru/srs6/,https://srs6.bionet.nsc.ru/srs6/,200,Nucleotide Sequence Databases,Coding and non-coding DNA,,,,,,,,
OncoMine,https://www.oxfordjournals.org/nar/database/summary/709,True,http://www.oncomine.org/,https://www.oncomine.com/,200,Microarray Data and other Gene Expression Databases,,,,,,,,2022-05-21,2
Open Proteomics Database,https://www.oxfordjournals.org/nar/database/summary/710,True,http://bioinformatics.icmb.utexas.edu/OPD/,http://www.marcottelab.org/index.php/OldBioinformaticsServerOPD/,200,Proteomics Resources,,,,,,,,2014-01-28,3037
SAGEmap,https://www.oxfordjournals.org/nar/database/summary/712,True,http://www.ncbi.nlm.nih.gov/SAGE/,https://www.ncbi.nlm.nih.gov/SAGE/,200,Microarray Data and other Gene Expression Databases,,,,,,,,2016-10-17,2044
Organelle DB,https://www.oxfordjournals.org/nar/database/summary/713,True,http://organelledb.lsi.umich.edu/,http://labs.mcdb.lsa.umich.edu/organelledb/,200,Organelle databases,,,,,,,,,
PA-GOSUB,https://www.oxfordjournals.org/nar/database/summary/714,,http://webdocs.cs.ualberta.ca/~bioinfo/PA/,,HTTP Error 404: Not Found,Protein sequence databases,General sequence databases,,,,,,,,
PartiGeneDB,https://www.oxfordjournals.org/nar/database/summary/715,False,http://www.partigenedb.org/,http://www.partigenedb.org/,200,Genomics Databases (non-vertebrate),General genomics databases,,,,,,,2022-05-23,0
PDBSite,https://www.oxfordjournals.org/nar/database/summary/717,True,http://srs6.bionet.nsc.ru/srs6bin/cgi-bin/wgetz?-page+LibInfo+-newId+-lib+PDBSite,https://srs6.bionet.nsc.ru/srs6bin/cgi-bin/wgetz?-page+LibInfo+-newId+-lib+PDBSite,200,Protein sequence databases,Protein sequence motifs and active sites,,,,,,,,
PDZBase,https://www.oxfordjournals.org/nar/database/summary/718,,http://icb.med.cornell.edu/services/pdz/start,,HTTP Error 404: Not Found,Metabolic and Signaling Pathways,Protein-protein interactions,,,,,,,,
PLprot,https://www.oxfordjournals.org/nar/database/summary/722,False,http://www.plprot.ethz.ch/,http://www.plprot.ethz.ch/,200,Organelle databases,,Plant databases,Arabidopsis thaliana,,,,,2021-11-05,199
PolyA_DB,https://www.oxfordjournals.org/nar/database/summary/723,,http://exon.apps.wistar.org/PolyA_DB/v3,,<urlopen error timed out>,RNA sequence databases,,,,,,https://doi.org/10.1093/nar/gki055,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gki055,,
PROPHECY,https://www.oxfordjournals.org/nar/database/summary/730,False,http://prophecy.lundberg.gu.se/,http://prophecy.lundberg.gu.se/,200,Genomics Databases (non-vertebrate),Fungal genome databases,,,,,,,,
DynaProt 2D,https://www.oxfordjournals.org/nar/database/summary/731,True,http://www.wzw.tum.de/proteomik/lactis/,https://www.proteomik.wzw.tum.de/lactis/,200,Proteomics Resources,,,,,,,,2005-01-10,6342
ProTeus,https://www.oxfordjournals.org/nar/database/summary/732,,http://www.proteus.cs.huji.ac.il/,,<urlopen error timed out>,Protein sequence databases,Protein sequence motifs and active sites,,,,,,,,
Pseudomonas Genome Database,https://www.oxfordjournals.org/nar/database/summary/733,True,http://www.pseudomonas.com/,https://www.pseudomonas.com:443/,200,Genomics Databases (non-vertebrate),Prokaryotic genome databases,,,,,,,,
PSORTdb,https://www.oxfordjournals.org/nar/database/summary/734,True,http://db.psort.org/,https://db.psort.org:443/,200,Protein sequence databases,Protein localization and targeting,,,,,https://doi.org/10.1093/nar/gkaa1095,https://academic.oup.com/nar/article/49/D1/D803/6031425,,
PubChem,https://www.oxfordjournals.org/nar/database/summary/735,True,http://pubchem.ncbi.nlm.nih.gov/,https://pubchem.ncbi.nlm.nih.gov/,200,Structure Databases,Small molecules,,,,,http://dx.doi.org/10.1093/nar/gkaa971,https://academic.oup.com/nar/article/49/D1/D1388/5957164,2022-05-12,11
RARGE - RIKEN Arabidopsis Genome Encyclopedia,https://www.oxfordjournals.org/nar/database/summary/738,False,http://rarge.psc.riken.jp/,http://rarge.psc.riken.jp/,200,Plant databases,Arabidopsis thaliana,,,,,,,2022-04-13,40
rOGED,https://www.oxfordjournals.org/nar/database/summary/739,,http://app.mc.uky.edu/kolab/rogedendo.aspx,,<urlopen error timed out>,Microarray Data and other Gene Expression Databases,,,,,,,,,
SilkSatDb,https://www.oxfordjournals.org/nar/database/summary/744,False,http://www.cdfd.org.in/SILKSAT/index.php,http://www.cdfd.org.in/SILKSAT/index.php,200,Genomics Databases (non-vertebrate),Invertebrate genome databases,,,,,,,,
SpliceInfo,https://www.oxfordjournals.org/nar/database/summary/746,,http://spliceinfo.mbc.nctu.edu.tw/,,<urlopen error [Errno -2] Name or service not known>,Nucleotide Sequence Databases,"Gene structure, introns and exons, splice sites",,,,,,,,
SpodoBase,https://www.oxfordjournals.org/nar/database/summary/747,,http://bioweb.ensam.inra.fr/spodobase/,,<urlopen error [Errno -2] Name or service not known>,Genomics Databases (non-vertebrate),Invertebrate genome databases,,,,,,,,
Protein-protein interfaces,https://www.oxfordjournals.org/nar/database/summary/749,False,http://home.ku.edu.tr/~okeskin/INTERFACE/INTERFACES.html,http://home.ku.edu.tr/~okeskin/INTERFACE/INTERFACES.html,200,Metabolic and Signaling Pathways,Protein-protein interactions,,,,,,,2003-12-20,6729
The Autism Chromosome Rearrangement Database,https://www.oxfordjournals.org/nar/database/summary/752,False,http://projects.tcag.ca/autism/,http://projects.tcag.ca/autism/,200,Human Genes and Diseases,"Gene-, system- or disease-specific databases",,,,,,,,
The Lafora Database,https://www.oxfordjournals.org/nar/database/summary/753,False,http://projects.tcag.ca/lafora/,http://projects.tcag.ca/lafora/,200,Human Genes and Diseases,"Gene-, system- or disease-specific databases",,,,,,,,
The Small Subunit rRNA Modification Database,https://www.oxfordjournals.org/nar/database/summary/754,,http://library.med.utah.edu/SSUmods/,,HTTP Error 404: Not Found,RNA sequence databases,,,,,,,,,
TPMD - Taiwan polymorphic microsatellite marker database,https://www.oxfordjournals.org/nar/database/summary/755,,http://tpmd.nhri.org.tw/,,<urlopen error [Errno 111] Connection refused>,Human Genes and Diseases,General polymorphism databases,,,,,,,,
TRACTOR db,https://www.oxfordjournals.org/nar/database/summary/756,False,http://www.tractor.lncc.br/,http://www.tractor.lncc.br/,200,Nucleotide Sequence Databases,Transcriptional regulator sites and transcription factors,,,,,,,,
TRED - Transcriptional Regulatory Element Database,https://www.oxfordjournals.org/nar/database/summary/757,False,http://rulai.cshl.edu/tred/,http://rulai.cshl.edu/tred/,200,Nucleotide Sequence Databases,Transcriptional regulator sites and transcription factors,,,,,,,2004-06-24,6542
VFDB - Virulence Factors Database,https://www.oxfordjournals.org/nar/database/summary/760,False,http://www.mgc.ac.cn/VFs/,http://www.mgc.ac.cn/VFs/,200,Genomics Databases (non-vertebrate),Prokaryotic genome databases,,,,,http://dx.doi.org/10.1093/nar/GKR989,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr989,2022-01-01,142
