nombre,url nar,urls db en nar y redirigida son iguales,url db en nar,url db redirigida,codigo status url db,status url db,ultima modificacion de pagina con url db en nar,categoria 1,subcategoria 1,categoria 2,subcategoria 2,categoria 3,subcategoria 3,doi,url redirigida del doi
snoRNA-LBME-db,https://www.oxfordjournals.org/nar/database/summary/869,,http://www-snorna.biotoul.fr/,,"HTTPSConnectionPool(host='www-snorna.biotoul.fr', port=443): Max retries exceeded with url: // (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:1123)')))","HTTPSConnectionPool(host='www-snorna.biotoul.fr', port=443): Max retries exceeded with url: // (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:1123)')))",,RNA sequence databases,,,,,,,
StellaBase,https://www.oxfordjournals.org/nar/database/summary/871,,http://stellabase.org/,,"HTTPConnectionPool(host='cnidarians.bu.edu', port=80): Max retries exceeded with url: /stellabase/index.cgi (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0xa5ae8d90>, 'Connection to cnidarians.bu.edu timed out. (connect timeout=120)'))","HTTPConnectionPool(host='cnidarians.bu.edu', port=80): Max retries exceeded with url: /stellabase/index.cgi (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0xa5ae8d90>, 'Connection to cnidarians.bu.edu timed out. (connect timeout=120)'))",,Genomics Databases (non-vertebrate),Invertebrate genome databases,,,,,,
TED - Tomato Functional Genomics Database,https://www.oxfordjournals.org/nar/database/summary/872,True,http://ted.bti.cornell.edu/,http://ted.bti.cornell.edu/,200,OK,16 Aug 2021,Plant databases,Other plants,,,,,,
TGD - Tetrahymena Genome Database,https://www.oxfordjournals.org/nar/database/summary/873,False,http://www.ciliate.org/,http://ciliate.org/index.php/home/welcome,200,OK,,Genomics Databases (non-vertebrate),Unicellular eukaryotes genome databases,,,,,,
TIGR Maize database,https://www.oxfordjournals.org/nar/database/summary/874,False,http://maize.tigr.org/,https://www.jcvi.org/research/maize-cell-genomics-resources-visualizing-promoter-activity-and-protein-dynamics-using,200,OK,,Plant databases,Other plants,,,,,,
TreeFam,https://www.oxfordjournals.org/nar/database/summary/875,True,http://www.treefam.org/,http://www.treefam.org/,200,OK,,Human and other Vertebrate Genomes,"Model organisms, comparative genomics",,,,,http://dx.doi.org/10.1093/nar/gkt1055,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkt1055
UCSC Archaeal Genome Browser,https://www.oxfordjournals.org/nar/database/summary/876,True,http://archaea.ucsc.edu/,http://archaea.ucsc.edu/,200,OK,30 Oct 2018,Genomics Databases (non-vertebrate),Prokaryotic genome databases,,,,,http://dx.doi.org/10.1093/nar/GKR990,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr990
Greengenes,https://www.oxfordjournals.org/nar/database/summary/878,False,http://greengenes.lbl.gov/,https://greengenes.lbl.gov/,200,OK,02 Jun 2017,RNA sequence databases,,,,,,,
Comparative Genometrics,https://www.oxfordjournals.org/nar/database/summary/884,False,http://www.unil.ch/comparativegenometrics/,https://www2.unil.ch/comparativegenometrics/,404,Not Found,,Genomics Databases (non-vertebrate),Prokaryotic genome databases,,,,,,
dbPTM,https://www.oxfordjournals.org/nar/database/summary/885,,http://dbptm.mbc.nctu.edu.tw/,,"HTTPConnectionPool(host='dbptm.mbc.nctu.edu.tw', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xa5b1cb80>: Failed to establish a new connection: [Errno -2] Name or service not known'))","HTTPConnectionPool(host='dbptm.mbc.nctu.edu.tw', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xa5b1cb80>: Failed to establish a new connection: [Errno -2] Name or service not known'))",,Protein sequence databases,Protein properties,Proteomics Resources,,,,http://dx.doi.org/10.1093/nar/gkt1221,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkt1221
dbRIP,https://www.oxfordjournals.org/nar/database/summary/886,False,http://dbRIP.brocku.ca/,https://dbrip.brocku.ca/,200,OK,,Human Genes and Diseases,General polymorphism databases,,,,,,
DRASTIC,https://www.oxfordjournals.org/nar/database/summary/888,False,http://www.drastic.org.uk/,https://www.drastic.org.uk/,200,OK,05 Jan 2022,Plant databases,General plant databases,,,,,,
EndoNet,https://www.oxfordjournals.org/nar/database/summary/890,True,http://endonet.bioinf.med.uni-goettingen.de/,http://endonet.bioinf.med.uni-goettingen.de/,503,Service Temporarily Unavailable,,Metabolic and Signaling Pathways,Protein-protein interactions,Human Genes and Diseases,"Gene-, system- or disease-specific databases",,,,
GPX-Macrophage Expression Atlas,https://www.oxfordjournals.org/nar/database/summary/891,,http://gpxmea.gti.ed.ac.uk/,,"HTTPConnectionPool(host='gpxmea.gti.ed.ac.uk', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xa5b1cf58>: Failed to establish a new connection: [Errno -2] Name or service not known'))","HTTPConnectionPool(host='gpxmea.gti.ed.ac.uk', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xa5b1cf58>: Failed to establish a new connection: [Errno -2] Name or service not known'))",,Microarray Data and other Gene Expression Databases,,Immunological databases,,,,,
DSD,https://www.oxfordjournals.org/nar/database/summary/892,True,http://www.ddg-pharmfac.net/dsd/DSD/dehydrog.htm,http://www.ddg-pharmfac.net/dsd/DSD/dehydrog.htm,404,Not Found,,Protein sequence databases,Databases of individual protein families,,,,,,
MACiE,https://www.oxfordjournals.org/nar/database/summary/893,True,http://www.ebi.ac.uk/thornton-srv/databases/MACiE/,http://www.ebi.ac.uk/thornton-srv/databases/MACiE/,200,OK,20 Mar 2018,Metabolic and Signaling Pathways,Enzymes and enzyme nomenclature,,,,,http://dx.doi.org/10.1093/nar/GKR799,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr799
MamMiBase,https://www.oxfordjournals.org/nar/database/summary/894,True,http://www.mammibase.lncc.br/,http://www.mammibase.lncc.br/,200,OK,,Organelle databases,Mitochondrial genes and proteins,,,,,,
miRNAMap,https://www.oxfordjournals.org/nar/database/summary/895,,http://mirnamap.mbc.nctu.edu.tw/,,"HTTPConnectionPool(host='mirnamap.mbc.nctu.edu.tw', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xa5b1c1d8>: Failed to establish a new connection: [Errno -2] Name or service not known'))","HTTPConnectionPool(host='mirnamap.mbc.nctu.edu.tw', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xa5b1c1d8>: Failed to establish a new connection: [Errno -2] Name or service not known'))",,RNA sequence databases,,,,,,,
MtbRegList,https://www.oxfordjournals.org/nar/database/summary/896,False,http://www.USherbrooke.ca/vers/MtbRegList/,https://www.usherbrooke.ca/vers/MtbRegList/,404,Not Found,16 May 2022,Genomics Databases (non-vertebrate),Prokaryotic genome databases,,,,,,
I2D - Interologous Interaction Database,https://www.oxfordjournals.org/nar/database/summary/897,True,http://ophid.utoronto.ca/i2d/,http://ophid.utoronto.ca/i2d/,200,OK,22 Jan 2013,Metabolic and Signaling Pathways,Protein-protein interactions,,,,,,
Pathguide,https://www.oxfordjournals.org/nar/database/summary/898,True,http://pathguide.org/,http://pathguide.org/,200,OK,,Metabolic and Signaling Pathways,Metabolic pathways,Metabolic and Signaling Pathways,Protein-protein interactions,,,,
ProRule,https://www.oxfordjournals.org/nar/database/summary/899,False,http://www.expasy.org/tools/scanprosite/,https://www.expasy.org/resources/scanprosite,200,OK,,Protein sequence databases,Protein sequence motifs and active sites,,,,,,
RNA SSTRAND,https://www.oxfordjournals.org/nar/database/summary/900,True,http://www.rnasoft.ca/sstrand/,http://www.rnasoft.ca/sstrand/,200,OK,,RNA sequence databases,,Structure Databases,Nucleic acid structure,,,,
RNRdb,https://www.oxfordjournals.org/nar/database/summary/901,,http://rnrdb.molbio.su.se/,,"HTTPConnectionPool(host='rnrdb.molbio.su.se', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xa5b1ca30>: Failed to establish a new connection: [Errno -2] Name or service not known'))","HTTPConnectionPool(host='rnrdb.molbio.su.se', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xa5b1ca30>: Failed to establish a new connection: [Errno -2] Name or service not known'))",,Protein sequence databases,Databases of individual protein families,,,,,,
SuperDrug,https://www.oxfordjournals.org/nar/database/summary/902,,http://bioinf.charite.de/superdrug/,,"HTTPConnectionPool(host='bioinf.charite.de', port=80): Max retries exceeded with url: /superdrug/ (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xa5b1ccd0>: Failed to establish a new connection: [Errno -2] Name or service not known'))","HTTPConnectionPool(host='bioinf.charite.de', port=80): Max retries exceeded with url: /superdrug/ (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xa5b1ccd0>: Failed to establish a new connection: [Errno -2] Name or service not known'))",,Structure Databases,Small molecules,Other Molecular Biology Databases,Drugs and drug design,,,,
SuperNatural,https://www.oxfordjournals.org/nar/database/summary/903,False,http://bioinformatics.charite.de/supernatural,https://bioinformatics.charite.de/supernatural/,200,OK,14 Mar 2016,Other Molecular Biology Databases,Drugs and drug design,,,,,http://dx.doi.org/10.1093/nar/gku886,http://academic.oup.com/nar/article/43/D1/D935/2439473/Super-Natural-IIa-database-of-natural-products
TiProD,https://www.oxfordjournals.org/nar/database/summary/904,True,http://tiprod.bioinf.med.uni-goettingen.de/,http://tiprod.bioinf.med.uni-goettingen.de/,200,OK,,Nucleotide Sequence Databases,Transcriptional regulator sites and transcription factors,,,,,,
TreeBase,https://www.oxfordjournals.org/nar/database/summary/906,False,http://www.treebase.org/,https://www.treebase.org/treebase-web/,401,Unauthorized,,Genomics Databases (non-vertebrate),"Genome annotation terms, ontologies and nomenclature",,,,,,
SARS-CoV RNA SSS,https://www.oxfordjournals.org/nar/database/summary/908,False,http://www.liuweibo.com/sarsdb/,https://www.hugedomains.com/domain_profile.cfm?d=liuweibo.com,200,OK,,Structure Databases,Nucleic acid structure,Genomics Databases (non-vertebrate),Viral genome databases,,,,
Viral Genomes,https://www.oxfordjournals.org/nar/database/summary/909,True,https://www.ncbi.nlm.nih.gov/genome/viruses/,https://www.ncbi.nlm.nih.gov/genome/viruses/,200,OK,,Genomics Databases (non-vertebrate),Viral genome databases,,,,,http://dx.doi.org/10.1093/nar/,
euL1db,https://www.oxfordjournals.org/nar/database/summary/1762,False,http://euL1db.unice.fr,http://eul1db.ircan.org/,200,OK,,Nucleotide Sequence Databases,Coding and non-coding DNA,,,,,http://dx.doi.org/10.1093/nar/gku1043,http://academic.oup.com/nar/article/43/D1/D43/2436160/euL1db-the-European-database-of-L1HS
GBshape,https://www.oxfordjournals.org/nar/database/summary/1764,True,http://rohsdb.cmb.usc.edu/GBshape/,http://rohsdb.cmb.usc.edu/GBshape/,200,OK,,Nucleotide Sequence Databases,Coding and non-coding DNA,,,,,http://dx.doi.org/10.1093/nar/gku977,http://academic.oup.com/nar/article/43/D1/D103/2439587/GBshape-a-genome-browser-database-for-DNA-shape
CCDS,https://www.oxfordjournals.org/nar/database/summary/911,False,http://www.ncbi.nlm.nih.gov/CCDS/,https://www.ncbi.nlm.nih.gov/projects/CCDS/CcdsBrowse.cgi,200,OK,,Human and other Vertebrate Genomes,"Model organisms, comparative genomics",,,,,http://dx.doi.org/10.1093/nar/gkt1059,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkt1059
TBestDB,https://www.oxfordjournals.org/nar/database/summary/912,True,http://tbestdb.bcm.umontreal.ca/searches/welcome.php,http://tbestdb.bcm.umontreal.ca/searches/welcome.php,503,Service Unavailable,,Genomics Databases (non-vertebrate),Unicellular eukaryotes genome databases,,,,,,
ExtraTrain,https://www.oxfordjournals.org/nar/database/summary/913,False,http://www.era7.com/ExtraTrain/,https://www.era7.com/ExtraTrain/,200,OK,,Nucleotide Sequence Databases,"Gene structure, introns and exons, splice sites",,,,,,
iProLINK,https://www.oxfordjournals.org/nar/database/summary/914,False,http://pir.georgetown.edu/iprolink/,https://proteininformationresource.org:443/iprolink/,200,OK,,Protein sequence databases,Protein properties,,,,,,
BioThesaurus,https://www.oxfordjournals.org/nar/database/summary/915,False,http://pir.georgetown.edu/iprolink/biothesaurus/,https://proteininformationresource.org:443/iprolink/biothesaurus/,200,OK,,Genomics Databases (non-vertebrate),"Genome annotation terms, ontologies and nomenclature",,,,,,
Genome Project Database,https://www.oxfordjournals.org/nar/database/summary/916,False,http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?CMD=search&DB=genomeprj,https://www.ncbi.nlm.nih.gov/bioproject?cmd=search,200,OK,,Genomics Databases (non-vertebrate),General genomics databases,,,,,,
ParameciumDB,https://www.oxfordjournals.org/nar/database/summary/917,,http://paramecium.cgm.cnrs-gif.fr/db/index,,"HTTPConnectionPool(host='paramecium.cgm.cnrs-gif.fr', port=80): Max retries exceeded with url: /db/index (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xa5b1cf10>: Failed to establish a new connection: [Errno -2] Name or service not known'))","HTTPConnectionPool(host='paramecium.cgm.cnrs-gif.fr', port=80): Max retries exceeded with url: /db/index (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xa5b1cf10>: Failed to establish a new connection: [Errno -2] Name or service not known'))",,Genomics Databases (non-vertebrate),General genomics databases,,,,,,
GENSAT,https://www.oxfordjournals.org/nar/database/summary/918,True,http://www.gensat.org/,http://www.gensat.org/,200,OK,29 Nov 2015,Microarray Data and other Gene Expression Databases,,,,,,,
SoyBase,https://www.oxfordjournals.org/nar/database/summary/919,,http://soybase.org/,,"HTTPConnectionPool(host='soybase.org', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xa5b1c7c0>: Failed to establish a new connection: [Errno 111] Connection refused'))","HTTPConnectionPool(host='soybase.org', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xa5b1c7c0>: Failed to establish a new connection: [Errno 111] Connection refused'))",,Plant databases,Other plants,,,,,https://doi.org/10.1093/nar/gkaa1107,https://academic.oup.com/nar/article/49/D1/D1496/6017360
Tumor Associated Gene database,https://www.oxfordjournals.org/nar/database/summary/922,False,http://www.binfo.ncku.edu.tw/TAG/GeneDoc.php,https://www.binfo.ncku.edu.tw/TAG/GeneDoc.php,200,OK,,Human Genes and Diseases,Cancer gene databases,,,,,,
cpnDB,https://www.oxfordjournals.org/nar/database/summary/923,False,http://www.cpndb.ca,https://www.cpndb.ca/,200,OK,,Protein sequence databases,Databases of individual protein families,,,,,,
DroSpeGe,https://www.oxfordjournals.org/nar/database/summary/924,True,http://insects.eugenes.org/DroSpeGe/,http://insects.eugenes.org/DroSpeGe/,200,OK,,Genomics Databases (non-vertebrate),Invertebrate genome databases,,,,,,
wFleaBase,https://www.oxfordjournals.org/nar/database/summary/925,True,http://wfleabase.org/,http://wfleabase.org/,200,OK,,Genomics Databases (non-vertebrate),Invertebrate genome databases,,,,,,
Plant Ontology database,https://www.oxfordjournals.org/nar/database/summary/926,False,http://www.plantontology.org/,https://planteome.org/,200,OK,,Genomics Databases (non-vertebrate),"Genome annotation terms, ontologies and nomenclature",Plant databases,General plant databases,,,,
TassDB,https://www.oxfordjournals.org/nar/database/summary/927,True,http://www.tassdb.info/,http://www.tassdb.info/,200,OK,11 May 2019,Nucleotide Sequence Databases,Coding and non-coding DNA,,,,,,
DroID - Drosophila Interactions Database,https://www.oxfordjournals.org/nar/database/summary/928,True,http://www.droidb.org/,http://www.droidb.org/,200,OK,,Metabolic and Signaling Pathways,Protein-protein interactions,,,,,,
Synthetic Gene Database,https://www.oxfordjournals.org/nar/database/summary/929,False,http://www.umbc.edu/codon/sgdb/index.php,https://umbc.edu/,200,OK,,Nucleotide Sequence Databases,Coding and non-coding DNA,,,,,,
eSLDB - eukaryotic Subcellular Localization database,https://www.oxfordjournals.org/nar/database/summary/930,True,http://gpcr.biocomp.unibo.it/esldb/,http://gpcr.biocomp.unibo.it/esldb/,200,OK,03 Jun 2015,Protein sequence databases,Protein localization and targeting,,,,,,
OriDB - The DNA Replication Origin Database,https://www.oxfordjournals.org/nar/database/summary/931,True,http://www.oridb.org/,http://www.oridb.org/,200,OK,,Nucleotide Sequence Databases,Coding and non-coding DNA,Genomics Databases (non-vertebrate),Fungal genome databases,,,http://dx.doi.org/10.1093/nar/GKR1091,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr1091
InSatDb,https://www.oxfordjournals.org/nar/database/summary/932,True,http://www.cdfd.org.in/insatdb/,http://www.cdfd.org.in/insatdb/,200,OK,29 Sep 2009,Nucleotide Sequence Databases,Coding and non-coding DNA,Genomics Databases (non-vertebrate),Invertebrate genome databases,,,,
ATTED-II,https://www.oxfordjournals.org/nar/database/summary/934,False,http://atted.jp/,https://atted.jp/,200,OK,,Plant databases,Arabidopsis thaliana,,,,,,
GABI-Kat SimpleSearch database,https://www.oxfordjournals.org/nar/database/summary/935,False,http://www.GABI-Kat.de/,https://www.GABI-Kat.DE/,200,OK,16 May 2022,Plant databases,Arabidopsis thaliana,,,,,http://dx.doi.org/10.1093/nar/GKR1047,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr1047
PigGIS,https://www.oxfordjournals.org/nar/database/summary/936,True,http://pig.genomics.org.cn/,http://pig.genomics.org.cn/,200,OK,16 May 2022,Human and other Vertebrate Genomes,"Model organisms, comparative genomics",,,,,,
U12DB,https://www.oxfordjournals.org/nar/database/summary/937,False,http://genome.crg.es/cgi-bin/u12db/u12db.cgi,https://genome.crg.es/cgi-bin/u12db/u12db.cgi,200,OK,,Nucleotide Sequence Databases,"Gene structure, introns and exons, splice sites",,,,,,
TIGR Plant Transcript Assembly database,https://www.oxfordjournals.org/nar/database/summary/940,False,http://plantta.tigr.org/,https://www.jcvi.org/cms/research/past-projects/plantta/overview/,404,Not Found,16 May 2022,Nucleotide Sequence Databases,Coding and non-coding DNA,Plant databases,General plant databases,,,,
PAIDB - Pathogenicity Island Database,https://www.oxfordjournals.org/nar/database/summary/944,True,http://www.paidb.re.kr/about_paidb.php,http://www.paidb.re.kr/about_paidb.php,200,OK,,Genomics Databases (non-vertebrate),Prokaryotic genome databases,,,,,http://dx.doi.org/10.1093/nar/gku985,http://academic.oup.com/nar/article/43/D1/D624/2439790/PAIDB-v20-exploration-and-analysis-of
Defensins Knowledgebase,https://www.oxfordjournals.org/nar/database/summary/945,True,http://defensins.bii.a-star.edu.sg/,http://defensins.bii.a-star.edu.sg/,200,OK,,Protein sequence databases,Databases of individual protein families,Other Molecular Biology Databases,Drugs and drug design,,,,
RegTransBase,https://www.oxfordjournals.org/nar/database/summary/947,,http://regtransbase.lbl.gov/,,"HTTPConnectionPool(host='regtransbase.lbl.gov', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xa5acdac0>: Failed to establish a new connection: [Errno -2] Name or service not known'))","HTTPConnectionPool(host='regtransbase.lbl.gov', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xa5acdac0>: Failed to establish a new connection: [Errno -2] Name or service not known'))",,Nucleotide Sequence Databases,Coding and non-coding DNA,Genomics Databases (non-vertebrate),Prokaryotic genome databases,,,,
POGs/PlantRBP,https://www.oxfordjournals.org/nar/database/summary/948,True,http://pogs.uoregon.edu/,http://pogs.uoregon.edu/,200,OK,01 Sep 2014,Plant databases,General plant databases,,,,,,
MAPU,https://www.oxfordjournals.org/nar/database/summary/950,True,http://www.mapuproteome.com/,http://www.mapuproteome.com/,200,OK,,Proteomics Resources,,,,,,,
CancerGenes,https://www.oxfordjournals.org/nar/database/summary/951,False,http://cbio.mskcc.org/cancergenes/,http://cbio.mskcc.org/CancerGenes/,200,OK,07 Oct 2015,Human Genes and Diseases,Cancer gene databases,,,,,,
MamPol,https://www.oxfordjournals.org/nar/database/summary/952,False,http://mampol.uab.es/,http://mampol.uab.es/mampol/,200,OK,,Human and other Vertebrate Genomes,"Model organisms, comparative genomics",,,,,,
SYSTOMONAS,https://www.oxfordjournals.org/nar/database/summary/953,False,http://www.systomonas.de/,https://www.parkinsonsaction.org/systomonas/,200,OK,,Genomics Databases (non-vertebrate),Prokaryotic genome databases,Metabolic and Signaling Pathways,Metabolic pathways,,,,
Fungal Genome Size Database,https://www.oxfordjournals.org/nar/database/summary/955,True,http://www.zbi.ee/fungal-genomesize/,http://www.zbi.ee/fungal-genomesize/,200,OK,,Genomics Databases (non-vertebrate),Fungal genome databases,,,,,,
Plant DNA C-values database,https://www.oxfordjournals.org/nar/database/summary/956,False,https://cvalues.science.kew.org,https://cvalues.science.kew.org/,200,OK,,Plant databases,General plant databases,,,,,http://dx.doi.org/10.1093/nar/gkt1195,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkt1195
Animal Genome Size Database,https://www.oxfordjournals.org/nar/database/summary/957,True,http://www.genomesize.com/,http://www.genomesize.com/,200,OK,,Genomics Databases (non-vertebrate),General genomics databases,Human and other Vertebrate Genomes,"Model organisms, comparative genomics",,,,
PolymiRTS,https://www.oxfordjournals.org/nar/database/summary/958,False,http://compbio.uthsc.edu/,https://compbio.uthsc.edu/,200,OK,07 Sep 2021,Nucleotide Sequence Databases,Coding and non-coding DNA,,,,,http://dx.doi.org/10.1093/nar/gkt1028,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkt1028
UniHI,https://www.oxfordjournals.org/nar/database/summary/960,True,http://www.unihi.org/,http://www.unihi.org/,200,OK,,Metabolic and Signaling Pathways,Protein-protein interactions,,,,,http://dx.doi.org/10.1093/nar/gkt1100,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkt1100
WormBook,https://www.oxfordjournals.org/nar/database/summary/961,True,http://www.wormbook.org/,http://www.wormbook.org/,200,OK,,Genomics Databases (non-vertebrate),Invertebrate genome databases,Other Molecular Biology Databases,,,,,
Sno/scaRNAbase,https://www.oxfordjournals.org/nar/database/summary/962,True,http://gene.fudan.edu.cn/snoRNAbase.nsf,http://gene.fudan.edu.cn/snoRNAbase.nsf,503,Service Unavailable,,RNA sequence databases,,,,,,,
EVEREST - EVolutionary Ensembles of REcurrent SegmenTs,https://www.oxfordjournals.org/nar/database/summary/963,,http://www.everest.cs.huji.ac.il/,,"HTTPConnectionPool(host='www.everest.cs.huji.ac.il', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0xa5ae81f0>, 'Connection to www.everest.cs.huji.ac.il timed out. (connect timeout=120)'))","HTTPConnectionPool(host='www.everest.cs.huji.ac.il', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0xa5ae81f0>, 'Connection to www.everest.cs.huji.ac.il timed out. (connect timeout=120)'))",,Protein sequence databases,Protein domain databases; protein classification,,,,,,
SuperHapten,https://www.oxfordjournals.org/nar/database/summary/967,False,http://bioinformatics.charite.de/superhapten/,https://bioinformatics.charite.de/superhapten/,404,Not Found,,Immunological databases,,,,,,,
VISTA Enhancer Browser,https://www.oxfordjournals.org/nar/database/summary/968,True,http://enhancer.lbl.gov/,http://enhancer.lbl.gov/,200,OK,,Nucleotide Sequence Databases,Coding and non-coding DNA,Nucleotide Sequence Databases,Transcriptional regulator sites and transcription factors,,,,
ApiDB - Apicomplexan DataBase,https://www.oxfordjournals.org/nar/database/summary/969,False,http://eupathdb.org/eupathdb/,https://veupathdb.org/veupathdb/,200,OK,06 May 2022,Genomics Databases (non-vertebrate),Unicellular eukaryotes genome databases,,,,,,
PolyDoms,https://www.oxfordjournals.org/nar/database/summary/973,False,http://polydoms.cchmc.org/,https://polydoms.cchmc.org/,200,OK,09 Jul 2020,Human Genes and Diseases,General polymorphism databases,,,,,,
AgBase,https://www.oxfordjournals.org/nar/database/summary/974,False,http://www.agbase.msstate.edu/,https://hpidb.igbb.msstate.edu/,200,OK,01 Aug 2019,Human and other Vertebrate Genomes,"Model organisms, comparative genomics",Plant databases,General plant databases,,,,
AnimalQTLdb,https://www.oxfordjournals.org/nar/database/summary/975,False,http://www.animalgenome.org/QTLdb/,https://www.animalgenome.org/cgi-bin/QTLdb/index,200,OK,,Human and other Vertebrate Genomes,"Model organisms, comparative genomics",,,,,http://dx.doi.org/10.1093/nar/gks1150,http://academic.oup.com/nar/article/41/D1/D871/1063071/Animal-QTLdb-an-improved-database-tool-for
Bacterial CSDB (BCSDB),https://www.oxfordjournals.org/nar/database/summary/977,False,http://csdb.glycoscience.ru/bacterial/,http://csdb.glycoscience.ru/help/migrate.html,200,OK,02 Oct 2021,Structure Databases,Carbohydrates,,,,,,
BindingDB,https://www.oxfordjournals.org/nar/database/summary/979,False,http://www.bindingdb.org/,https://bindingdb.org/,200,OK,22 Oct 2021,Protein sequence databases,Protein properties,Metabolic and Signaling Pathways,Enzymes and enzyme nomenclature,,,,
CellCircuits,https://www.oxfordjournals.org/nar/database/summary/980,False,http://www.cellcircuits.org/,http://cellcircuits.org/,200,OK,02 Jul 2021,Metabolic and Signaling Pathways,Protein-protein interactions,,,,,,
PhyloFacts,https://www.oxfordjournals.org/nar/database/summary/981,True,http://phylogenomics.berkeley.edu/,http://phylogenomics.berkeley.edu/,200,OK,05 May 2022,Protein sequence databases,Protein domain databases; protein classification,,,,,,
Cereal Small RNA Database,https://www.oxfordjournals.org/nar/database/summary/982,True,http://sundarlab.ucdavis.edu/smrnas/,http://sundarlab.ucdavis.edu/smrnas/,200,OK,20 May 2013,RNA sequence databases,,Plant databases,General plant databases,,,,
Comparasite,https://www.oxfordjournals.org/nar/database/summary/983,,http://comparasite.hgc.jp/,,"HTTPConnectionPool(host='comparasite.hgc.jp', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xa5b30bb0>: Failed to establish a new connection: [Errno -2] Name or service not known'))","HTTPConnectionPool(host='comparasite.hgc.jp', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xa5b30bb0>: Failed to establish a new connection: [Errno -2] Name or service not known'))",,Genomics Databases (non-vertebrate),Unicellular eukaryotes genome databases,Genomics Databases (non-vertebrate),Invertebrate genome databases,,,,
ENCODE Project at UCSC,https://www.oxfordjournals.org/nar/database/summary/985,False,http://genome.ucsc.edu/ENCODE,http://genome.ucsc.edu/ENCODE/,200,OK,,Human and other Vertebrate Genomes,"Human genome databases, maps and viewers",Human and other Vertebrate Genomes,Human ORFs,,,http://dx.doi.org/10.1093/nar/gks1172,http://academic.oup.com/nar/article/41/D1/D56/1066727/ENCODE-Data-in-the-UCSC-Genome-Browser-year-5
FireDB,https://www.oxfordjournals.org/nar/database/summary/986,False,http://firedb.bioinfo.cnio.es/,https://firedb.bioinfo.cnio.es/,200,OK,,Protein sequence databases,Protein sequence motifs and active sites,,,,,http://dx.doi.org/10.1093/nar/gkt1127,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkt1127
GlycoMapsDB,https://www.oxfordjournals.org/nar/database/summary/988,True,http://www.glycosciences.de/modeling/glycomapsdb/,http://www.glycosciences.de/modeling/glycomapsdb/,200,OK,,Structure Databases,Carbohydrates,,,,,,
