nombre,url nar,urls db en nar y redirigida son iguales,url db en nar,url db redirigida,codigo status url db,status url db,ultima modificacion de pagina con url db en nar,categoria 1,subcategoria 1,categoria 2,subcategoria 2,categoria 3,subcategoria 3,doi,url redirigida del doi,
FunCoup,https://www.oxfordjournals.org/nar/database/summary/1521,False,http://funcoup.sbc.su.se/,https://funcoup5.scilifelab.se/search/,200,,,Metabolic and Signaling Pathways,Protein-protein interactions,,,,,http://dx.doi.org/10.1093/nar/gkt984,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkt984,
HotRegion,https://www.oxfordjournals.org/nar/database/summary/1522,,http://prism.ccbb.ku.edu.tr/hotregion,,"HTTPConnectionPool(host='prism.ccbb.ku.edu.tr', port=80): Max retries exceeded with url: /hotregion (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0xa5abefe8>, 'Connection to prism.ccbb.ku.edu.tr timed out. (connect timeout=120)'))","HTTPConnectionPool(host='prism.ccbb.ku.edu.tr', port=80): Max retries exceeded with url: /hotregion (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0xa5abefe8>, 'Connection to prism.ccbb.ku.edu.tr timed out. (connect timeout=120)'))",,Metabolic and Signaling Pathways,Protein-protein interactions,,,,,http://dx.doi.org/10.1093/nar/GKR929,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr929,
InterEvol,https://www.oxfordjournals.org/nar/database/summary/1523,False,http://biodev.cea.fr/interevol,http://biodev.cea.fr/interevol/,200,OK,,Metabolic and Signaling Pathways,Protein-protein interactions,,,,,http://dx.doi.org/10.1093/nar/GKR845,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr845,
PINA,https://www.oxfordjournals.org/nar/database/summary/1524,True,https://omics.bjcancer.org/pina/,https://omics.bjcancer.org/pina/,200,,,Metabolic and Signaling Pathways,Protein-protein interactions,,,,,http://dx.doi.org/10.1093/nar/gkaa1075,https://academic.oup.com/nar/article/49/D1/D1351/5999889,
Predictive Networks,https://www.oxfordjournals.org/nar/database/summary/1525,False,http://predictivenetworks.org,http://predictivenetworks.org/,200,OK,13 May 2022,Metabolic and Signaling Pathways,Protein-protein interactions,,,,,http://dx.doi.org/10.1093/nar/GKR1050,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr1050,
Newt-omics,https://www.oxfordjournals.org/nar/database/summary/1526,,http://newt-omics.mpi-bn.mpg.de,,"HTTPConnectionPool(host='newt-omics.mpi-bn.mpg.de', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0xa5abe2b0>, 'Connection to newt-omics.mpi-bn.mpg.de timed out. (connect timeout=120)'))","HTTPConnectionPool(host='newt-omics.mpi-bn.mpg.de', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0xa5abe2b0>, 'Connection to newt-omics.mpi-bn.mpg.de timed out. (connect timeout=120)'))",,Human and other Vertebrate Genomes,"Model organisms, comparative genomics",,,,,http://dx.doi.org/10.1093/nar/GKR873,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr873,
OGEE,https://www.oxfordjournals.org/nar/database/summary/1527,False,https://v3.ogee.info,https://v3.ogee.info/,200,OK,18 Sep 2021,Human and other Vertebrate Genomes,"Model organisms, comparative genomics",,,,,https://doi.org/10.1093/nar/gkaa884,https://academic.oup.com/nar/article/49/D1/D998/5934414,
zfishbook,https://www.oxfordjournals.org/nar/database/summary/1528,False,http://zfishbook.org/,http://www.zfishmeta.org,403,Forbidden,,Human and other Vertebrate Genomes,"Model organisms, comparative genomics",,,,,http://dx.doi.org/10.1093/nar/GKR957,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr957,
HaploReg,https://www.oxfordjournals.org/nar/database/summary/1529,False,http://compbio.mit.edu/HaploReg,https://pubs.broadinstitute.org/mammals/haploreg/haploreg.php,200,OK,,Human Genes and Diseases,General polymorphism databases,,,,,http://dx.doi.org/10.1093/nar/GKR917,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr917,
Disease Ontology,https://www.oxfordjournals.org/nar/database/summary/1530,False,http://diseaseontology.sf.net/,http://diseaseontology.sourceforge.net/,200,OK,28 Sep 2009,Genomics Databases (non-vertebrate),"Genome annotation terms, ontologies and nomenclature",,,,,http://dx.doi.org/10.1093/nar/gku1011,http://academic.oup.com/nar/article/43/D1/D1071/2435381/Disease-Ontology-2015-update-an-expanded-and,
CanSAR,https://www.oxfordjournals.org/nar/database/summary/1531,False,http://cansar.icr.ac.uk,https://cansarblack.icr.ac.uk,200,OK,,Human Genes and Diseases,Cancer gene databases,,,,,https://doi.org/10.1093/nar/gkaa1059,https://academic.oup.com/nar/article/49/D1/D1074/5997433,
COLT-Cancer,https://www.oxfordjournals.org/nar/database/summary/1532,False,http://colt.ccbr.utoronto.ca/cancer,http://dpsc.ccbr.utoronto.ca/cancer/,200,OK,24 Feb 2017,Human Genes and Diseases,Cancer gene databases,,,,,http://dx.doi.org/10.1093/nar/GKR959,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr959,
IGDB.NSCLC,https://www.oxfordjournals.org/nar/database/summary/1533,False,http://igdb.nsclc.ibms.sinica.edu.tw,http://igdb.nsclc.ibms.sinica.edu.tw/,200,OK,,Human Genes and Diseases,Cancer gene databases,,,,,http://dx.doi.org/10.1093/nar/GKR1183,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr1183,
Stem Cell Discovery Engine,https://www.oxfordjournals.org/nar/database/summary/1534,False,http://discovery.hsci.harvard.edu/,https://dataverse.harvard.edu/dataverse/stemcellcommons,200,OK,,Human Genes and Diseases,Cancer gene databases,,,,,http://dx.doi.org/10.1093/nar/GKR1051,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr1051,
UMD-BRCA1/BRCA2 databases,https://www.oxfordjournals.org/nar/database/summary/1535,True,http://www.umd.be/BRCA1/,http://www.umd.be/BRCA1/,200,OK,16 May 2022,Human Genes and Diseases,Cancer gene databases,,,,,http://dx.doi.org/10.1093/nar/GKR1160,https://academic.oup.com/nar/article/40/D1/D992/2903268,
ADHDgene,https://www.oxfordjournals.org/nar/database/summary/1536,True,http://adhd.psych.ac.cn/,http://adhd.psych.ac.cn/,200,OK,,Human Genes and Diseases,"Gene-, system- or disease-specific databases",,,,,http://dx.doi.org/10.1093/nar/GKR992,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr992,
AutismKB,https://www.oxfordjournals.org/nar/database/summary/1537,False,http://autism.cbi.pku.edu.cn,http://autism.cbi.pku.edu.cn/,200,OK,09 Apr 2013,Human Genes and Diseases,"Gene-, system- or disease-specific databases",,,,,http://dx.doi.org/10.1093/nar/GKR1145,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr1145,
BGMUT,https://www.oxfordjournals.org/nar/database/summary/1538,False,http://www.ncbi.nlm.nih.gov/projects/gv/mhc/xslcgi.cgi?cmd=bgmut,https://www.ncbi.nlm.nih.gov/gv/mhc/?cmd=bgmut,200,OK,23 Jan 2018,Human Genes and Diseases,"Gene-, system- or disease-specific databases",,,,,http://dx.doi.org/10.1093/nar/GKR958,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr958,
DiseaseMeth,https://www.oxfordjournals.org/nar/database/summary/1539,,http://202.97.205.78/diseasemeth,,"HTTPConnectionPool(host='202.97.205.78', port=80): Max retries exceeded with url: /diseasemeth (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0xa5abed60>, 'Connection to 202.97.205.78 timed out. (connect timeout=120)'))","HTTPConnectionPool(host='202.97.205.78', port=80): Max retries exceeded with url: /diseasemeth (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0xa5abed60>, 'Connection to 202.97.205.78 timed out. (connect timeout=120)'))",,Human Genes and Diseases,"Gene-, system- or disease-specific databases",,,,,http://dx.doi.org/10.1093/nar/GKR1169,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr1169,
DistiLD,https://www.oxfordjournals.org/nar/database/summary/1540,True,http://distild.jensenlab.org/,http://distild.jensenlab.org/,200,OK,17 Aug 2011,Human Genes and Diseases,"Gene-, system- or disease-specific databases",,,,,http://dx.doi.org/10.1093/nar/GKR899,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr899,
Dr.VIS,https://www.oxfordjournals.org/nar/database/summary/1541,,http://www.bioinfo.org/dr.vis,,"HTTPSConnectionPool(host='en.bioinfo.org', port=443): Max retries exceeded with url: /dr.vis (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0xa5b1c2f8>: Failed to establish a new connection: [Errno 111] Connection refused'))","HTTPSConnectionPool(host='en.bioinfo.org', port=443): Max retries exceeded with url: /dr.vis (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0xa5b1c2f8>: Failed to establish a new connection: [Errno 111] Connection refused'))",,Human Genes and Diseases,"Gene-, system- or disease-specific databases",,,,,http://dx.doi.org/10.1093/nar/gku1074,http://academic.oup.com/nar/article/43/D1/D887/2437378/DrVIS-v20-an-updated-database-of-human,
GWASdb,https://www.oxfordjournals.org/nar/database/summary/1542,,http://jjwanglab.org/gwasdb,,"HTTPConnectionPool(host='jjwanglab.org', port=80): Max retries exceeded with url: /gwasdb (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xa5b30d78>: Failed to establish a new connection: [Errno -2] Name or service not known'))","HTTPConnectionPool(host='jjwanglab.org', port=80): Max retries exceeded with url: /gwasdb (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xa5b30d78>: Failed to establish a new connection: [Errno -2] Name or service not known'))",,Human Genes and Diseases,"Gene-, system- or disease-specific databases",,,,,http://dx.doi.org/10.1093/nar/GKR1182,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr1182,
GeneWeaver,https://www.oxfordjournals.org/nar/database/summary/1544,,http://www.GeneWeaver.org,,"HTTPSConnectionPool(host='www.geneweaver.org', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1123)')))","HTTPSConnectionPool(host='www.geneweaver.org', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1123)')))",,Microarray Data and other Gene Expression Databases,,,,,,http://dx.doi.org/10.1093/nar/GKR968,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr968,
modMine,https://www.oxfordjournals.org/nar/database/summary/1545,False,http://intermine.modencode.org,http://intermine.modencode.org/,200,OK,,Microarray Data and other Gene Expression Databases,,,,,,http://dx.doi.org/10.1093/nar/GKR921,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr921,
ChEMBL,https://www.oxfordjournals.org/nar/database/summary/1548,True,https://www.ebi.ac.uk/chembldb/,https://www.ebi.ac.uk/chembldb/,200,OK,,Other Molecular Biology Databases,Drugs and drug design,,,,,http://dx.doi.org/10.1093/nar/gkt1031,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkt1031,
Human OligoGenome Resource,https://www.oxfordjournals.org/nar/database/summary/1549,,http://oligogenome.stanford.edu/,,"HTTPConnectionPool(host='oligogenome.stanford.edu', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0xa5b30dc0>, 'Connection to oligogenome.stanford.edu timed out. (connect timeout=120)'))","HTTPConnectionPool(host='oligogenome.stanford.edu', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0xa5b30dc0>, 'Connection to oligogenome.stanford.edu timed out. (connect timeout=120)'))",,Other Molecular Biology Databases,Molecular probes and primers,,,,,http://dx.doi.org/10.1093/nar/GKR973,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr973,
MitoMiner,https://www.oxfordjournals.org/nar/database/summary/1550,False,http://mitominer.mrc-mbu.cam.ac.uk/,http://mitominer.mrc-mbu.cam.ac.uk/release-3.1,503,Service Temporarily Unavailable,17 Oct 2014,Organelle databases,Mitochondrial genes and proteins,,,,,http://dx.doi.org/10.1093/nar/GKR1101,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr1101,
Phytozome,https://www.oxfordjournals.org/nar/database/summary/1551,True,http://www.phytozome.net/,http://www.phytozome.net/,503,Service Unavailable,,Plant databases,General plant databases,,,,,http://dx.doi.org/10.1093/nar/GKR944,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr944,
PlantNATsDB,https://www.oxfordjournals.org/nar/database/summary/1552,True,http://bis.zju.edu.cn/pnatdb/,http://bis.zju.edu.cn/pnatdb/,404,Not Found,,Plant databases,General plant databases,,,,,http://dx.doi.org/10.1093/nar/GKR823,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr823,
PLEXdb,https://www.oxfordjournals.org/nar/database/summary/1553,False,http://www.plexdb.org,https://plexdb.org/,200,OK,,Plant databases,General plant databases,,,,,http://dx.doi.org/10.1093/nar/GKR938,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr938,
LegumelIP,https://www.oxfordjournals.org/nar/database/summary/1555,True,http://plantgrn.noble.org/LegumeIP/,http://plantgrn.noble.org/LegumeIP/,200,OK,17 Nov 2021,Plant databases,Other plants,,,,,https://doi.org/10.1093/nar/gkaa976,https://academic.oup.com/nar/article/49/D1/D1472/5964081,
DIGIT,https://www.oxfordjournals.org/nar/database/summary/1556,,http://circe.med.uniroma1.it/digit,,"HTTPConnectionPool(host='circe.med.uniroma1.it', port=80): Max retries exceeded with url: /digit (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0xa5b30580>, 'Connection to circe.med.uniroma1.it timed out. (connect timeout=120)'))","HTTPConnectionPool(host='circe.med.uniroma1.it', port=80): Max retries exceeded with url: /digit (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0xa5b30580>, 'Connection to circe.med.uniroma1.it timed out. (connect timeout=120)'))",,Immunological databases,,,,,,http://dx.doi.org/10.1093/nar/GKR806,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr806,
DNAtraffic,https://www.oxfordjournals.org/nar/database/summary/1557,,http://dnatraffic.ibb.waw.pl/,,"HTTPConnectionPool(host='dnatraffic.ibb.waw.pl', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0xa5b1c988>, 'Connection to dnatraffic.ibb.waw.pl timed out. (connect timeout=120)'))","HTTPConnectionPool(host='dnatraffic.ibb.waw.pl', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0xa5b1c988>, 'Connection to dnatraffic.ibb.waw.pl timed out. (connect timeout=120)'))",,Cell biology,,,,,,http://dx.doi.org/10.1093/nar/GKR962,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr962,
ExoCarta,https://www.oxfordjournals.org/nar/database/summary/1558,False,http://www.exocarta.org,http://www.exocarta.org/,200,OK,,Cell biology,,,,,,http://dx.doi.org/10.1093/nar/GKR828,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr828,
MetaBase,https://www.oxfordjournals.org/nar/database/summary/1560,False,http://metadatabase.org,http://metadatabase.org/,200,OK,12 May 2022,Genomics Databases (non-vertebrate),"Genome annotation terms, ontologies and nomenclature",,,,,http://dx.doi.org/10.1093/nar/GKR1099,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr1099,
GONUTS,https://www.oxfordjournals.org/nar/database/summary/1561,False,http://gowiki.tamu.edu,https://gowiki.tamu.edu/wiki/index.php/Main_Page,200,OK,11 Jan 2021,Genomics Databases (non-vertebrate),"Genome annotation terms, ontologies and nomenclature",,,,,http://dx.doi.org/10.1093/nar/GKR907,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr907,
EcoliWiki,https://www.oxfordjournals.org/nar/database/summary/1562,False,http://ecoliwiki.net,http://ww25.ecoliwiki.net/?subid1=20220516-2319-46e1-b701-93faebab284e,200,OK,,Genomics Databases (non-vertebrate),Prokaryotic genome databases,,,,,http://dx.doi.org/10.1093/nar/GKR880,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr880,
SubtiWiki,https://www.oxfordjournals.org/nar/database/summary/1563,True,http://subtiwiki.uni-goettingen.de/,http://subtiwiki.uni-goettingen.de/,200,OK,,Genomics Databases (non-vertebrate),Prokaryotic genome databases,,,,,http://dx.doi.org/10.1093/nar/gkt1002,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkt1002,
Nematodes.org,https://www.oxfordjournals.org/nar/database/summary/1564,True,http://www.nematodes.org/nematodegenomes/index.php/Main_Page,http://www.nematodes.org/nematodegenomes/index.php/Main_Page,500,Internal Server Error,,Genomics Databases (non-vertebrate),Invertebrate genome databases,,,,,http://dx.doi.org/10.1093/nar/GKR826,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr826,
WikiPathways,https://www.oxfordjournals.org/nar/database/summary/1565,False,http://www.wikipathways.org,https://www.wikipathways.org/index.php/WikiPathways,200,OK,,Metabolic and Signaling Pathways,Metabolic pathways,,,,,http://dx.doi.org/10.1093/nar/GKR1074,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr1074,
SNPedia,https://www.oxfordjournals.org/nar/database/summary/1566,False,http://www.SNPedia.com,https://www.snpedia.com/,200,OK,16 May 2022,Human Genes and Diseases,General polymorphism databases,,,,,http://dx.doi.org/10.1093/nar/GKR798,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr798,
European Genome-phenome Archive (EGA),https://www.oxfordjournals.org/nar/database/summary/1568,False,http://www.ebi.ac.uk/ega/,https://ega-archive.org/,200,OK,,Nucleotide Sequence Databases,International Nucleotide Sequence Database Collaboration,,,,,,,
Database of Genomic Variants archive (DGVa),https://www.oxfordjournals.org/nar/database/summary/1569,False,http://www.ebi.ac.uk/dgva/,https://www.ebi.ac.uk/dgva/,200,OK,25 Oct 2019,Human Genes and Diseases,General polymorphism databases,,,,,,,
ClinVar,https://www.oxfordjournals.org/nar/database/summary/1570,False,http://www.ncbi.nlm.nih.gov/clinvar/,https://www.ncbi.nlm.nih.gov/clinvar/,200,OK,,Human Genes and Diseases,General polymorphism databases,,,,,http://dx.doi.org/10.1093/nar/gkt1113,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkt1113,
TFClass,https://www.oxfordjournals.org/nar/database/summary/1571,True,http://tfclass.bioinf.med.uni-goettingen.de/,http://tfclass.bioinf.med.uni-goettingen.de/,200,OK,,Nucleotide Sequence Databases,Transcriptional regulator sites and transcription factors,,,,,,,
MonarchBase,https://www.oxfordjournals.org/nar/database/summary/1572,False,http://monarchbase.umassmed.edu,http://monarchbase.umassmed.edu/,200,OK,07 Apr 2015,Genomics Databases (non-vertebrate),Invertebrate genome databases,,,,,http://dx.doi.org/10.1093/nar/gks1057,http://academic.oup.com/nar/article/41/D1/D758/1053819/MonarchBase-the-monarch-butterfly-genome-database,
OrtholugeDB,https://www.oxfordjournals.org/nar/database/summary/1573,False,http://www.pathogenomics.sfu.ca/ortholugedb,https://ortholugedb.ca/,200,OK,,Protein sequence databases,Protein domain databases, protein classification,,,,,http://dx.doi.org/10.1093/nar/gks1241,http://academic.oup.com/nar/article/41/D1/D366/1071202/OrtholugeDB-a-bacterial-and-archaeal-orthology
2P2Idb,https://www.oxfordjournals.org/nar/database/summary/1574,,http://2p2idb.cnrs-mrs.fr/,,"HTTPConnectionPool(host='2p2idb.cnrs-mrs.fr', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0xa5bfcaf0>, 'Connection to 2p2idb.cnrs-mrs.fr timed out. (connect timeout=120)'))","HTTPConnectionPool(host='2p2idb.cnrs-mrs.fr', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0xa5bfcaf0>, 'Connection to 2p2idb.cnrs-mrs.fr timed out. (connect timeout=120)'))",,Structure Databases,Protein structure,,,,,http://dx.doi.org/10.1093/nar/gks1002,http://academic.oup.com/nar/article/41/D1/D824/1050567/2P2Idb-a-structural-database-dedicated-to,
MetalPDB,https://www.oxfordjournals.org/nar/database/summary/1575,,http://metalweb.cerm.unifi.it/,,"HTTPSConnectionPool(host='metalpdb.cerm.unifi.it', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1123)')))","HTTPSConnectionPool(host='metalpdb.cerm.unifi.it', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1123)')))",,Structure Databases,Nucleic acid structure,,,,,http://dx.doi.org/10.1093/nar/gks1063,http://academic.oup.com/nar/article/41/D1/D312/1055329/MetalPDB-a-database-of-metal-sites-in-biological,
SecReT4,https://www.oxfordjournals.org/nar/database/summary/1576,False,http://db-mml.sjtu.edu.cn/SecReT4,https://bioinfo-mml.sjtu.edu.cn/SecReT4/index.php,200,OK,,Genomics Databases (non-vertebrate),Prokaryotic genome databases,,,,,http://dx.doi.org/10.1093/nar/gks1248,http://academic.oup.com/nar/article/41/D1/D660/1071911/SecReT4-a-webbased-bacterial-type-IV-secretion,
RhesusBase,https://www.oxfordjournals.org/nar/database/summary/1577,,http://rhesusbase.cbi.pku.edu.cn/,,"HTTPConnectionPool(host='rhesusbase.cbi.pku.edu.cn', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xa5abe6d0>: Failed to establish a new connection: [Errno -2] Name or service not known'))","HTTPConnectionPool(host='rhesusbase.cbi.pku.edu.cn', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xa5abe6d0>: Failed to establish a new connection: [Errno -2] Name or service not known'))",,Human and other Vertebrate Genomes,"Model organisms, comparative genomics",,,,,http://dx.doi.org/10.1093/nar/gks835,http://academic.oup.com/nar/article/41/D1/D892/1073645/RhesusBase-a-knowledgebase-for-the-monkey-research,
PlantRNA,https://www.oxfordjournals.org/nar/database/summary/1578,True,http://plantrna.ibmp.cnrs.fr/,http://plantrna.ibmp.cnrs.fr/,200,OK,05 Jan 2022,RNA sequence databases,,,,,,http://dx.doi.org/10.1093/nar/gks935,http://academic.oup.com/nar/article/41/D1/D273/1073917/PlantRNA-a-database-for-tRNAs-of-photosynthetic,
LncRNADisease,https://www.oxfordjournals.org/nar/database/summary/1579,True,http://www.cuilab.cn/lncrnadisease,http://www.cuilab.cn/lncrnadisease,200,OK,,Human Genes and Diseases,"Gene-, system- or disease-specific databases",,,,,http://dx.doi.org/10.1093/nar/gks1099,http://academic.oup.com/nar/article/41/D1/D983/1057855/LncRNADisease-a-database-for-longnoncoding,
LAMP,https://www.oxfordjournals.org/nar/database/summary/1580,False,http://www.llamp.net,https://www.llamp.net/,200,OK,,Metabolic and Signaling Pathways,Metabolic pathways,,,,,http://dx.doi.org/10.1093/nar/gks1139,http://academic.oup.com/nar/article/41/D1/D706/1061951/Library-of-Apicomplexan-Metabolic-Pathways-a,
GenomeRNAi,https://www.oxfordjournals.org/nar/database/summary/1581,False,http://www.genomernai.org,http://www.genomernai.org/,200,OK,,Microarray Data and other Gene Expression Databases,,,,,,http://dx.doi.org/10.1093/nar/gks1170,http://academic.oup.com/nar/article/41/D1/D1021/1066506/GenomeRNAi-a-database-for-cellbased-and-in-vivo,
STIFDB2,https://www.oxfordjournals.org/nar/database/summary/1582,False,http://caps.ncbs.res.in/stifdb2,http://caps.ncbs.res.in/stifdb2/,200,OK,16 Jan 2014,Nucleotide Sequence Databases,Transcriptional regulator sites and transcription factors,,,,,,,
3DSwap: Database of Proteins involved in 3D domain Swapping,https://www.oxfordjournals.org/nar/database/summary/1583,False,http://caps.ncbs.res.in/3DSwap,http://caps.ncbs.res.in/3dswap/,200,OK,26 Jun 2011,Protein sequence databases,Protein domain databases, protein classification,,,,,http://dx.doi.org/10.1093/database/bar042,https://academic.oup.com/database/article-lookup/doi/10.1093/database/bar042
Dfam,https://www.oxfordjournals.org/nar/database/summary/1585,False,http://dfam.org/,https://www.dfam.org/,200,OK,12 Apr 2022,Nucleotide Sequence Databases,Coding and non-coding DNA,,,,,http://dx.doi.org/10.1093/nar/gks1265,http://academic.oup.com/nar/article/41/D1/D70/1073076/Dfam-a-database-of-repetitive-DNA-based-on-profile,
SINEBase,https://www.oxfordjournals.org/nar/database/summary/1586,False,http://sines.eimb.ru,https://sines.eimb.ru/,200,OK,06 Jul 2016,Nucleotide Sequence Databases,Coding and non-coding DNA,,,,,http://dx.doi.org/10.1093/nar/gks1263,http://academic.oup.com/nar/article/41/D1/D83/1072610/SINEBase-a-database-and-tool-for-SINE-analysis,
UCNEbase,https://www.oxfordjournals.org/nar/database/summary/1587,,http://ccg.vital-it.ch/UCNEbase/,,"HTTPSConnectionPool(host='ccg.epfl.ch', port=443): Max retries exceeded with url: //UCNEbase/ (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1123)')))","HTTPSConnectionPool(host='ccg.epfl.ch', port=443): Max retries exceeded with url: //UCNEbase/ (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1123)')))",,Nucleotide Sequence Databases,Coding and non-coding DNA,,,,,http://dx.doi.org/10.1093/nar/gks1092,http://academic.oup.com/nar/article/41/D1/D101/1057253/UCNEbasea-database-of-ultraconserved-noncoding,
APPRIS,https://www.oxfordjournals.org/nar/database/summary/1588,False,http://appris.bioinfo.cnio.es/,https://appris.bioinfo.cnio.es/,200,OK,01 Jun 2021,Nucleotide Sequence Databases,"Gene structure, introns and exons, splice sites",,,,,http://dx.doi.org/10.1093/nar/gks1058,http://academic.oup.com/nar/article/41/D1/D110/1054030/APPRIS-annotation-of-principal-and-alternative,
ChiTaRS,https://www.oxfordjournals.org/nar/database/summary/1589,False,http://chitars.bioinfo.cnio.es/,https://chitars.bioinfo.cnio.es/,200,OK,16 Oct 2014,Nucleotide Sequence Databases,Coding and non-coding DNA,,,,,http://dx.doi.org/10.1093/nar/,,
HEXEvent,https://www.oxfordjournals.org/nar/database/summary/1591,True,http://hertellab.mmg.uci.edu/cgi-bin/HEXEvent/HEXEventWEB.cgi,http://hertellab.mmg.uci.edu/cgi-bin/HEXEvent/HEXEventWEB.cgi,200,OK,,Nucleotide Sequence Databases,"Gene structure, introns and exons, splice sites",,,,,http://dx.doi.org/10.1093/nar/gks969,http://academic.oup.com/nar/article/41/D1/D118/1074951/HEXEvent-a-database-of-Human-EXon-splicing-Events,
SpliceAid-F,https://www.oxfordjournals.org/nar/database/summary/1592,True,http://193.206.120.249/splicing_tissue.html,http://193.206.120.249/splicing_tissue.html,200,OK,29 Apr 2014,Nucleotide Sequence Databases,"Gene structure, introns and exons, splice sites",,,,,http://dx.doi.org/10.1093/nar/gks997,http://academic.oup.com/nar/article/41/D1/D125/1075782/SpliceAidF-a-database-of-human-splicing-factors,
